id,year,Title,Authors
12053,2000,Integrability and Scheme-Independence of Even Dimensional Quantum Geometry Effective Action,Ken-ji Hamada (KEK)
12054,2000,BPS Bound States Of D0-D6 And D0-D8 Systems In A B-Field,Edward Witten
12055,2000,Instanton-Meron Hybrid in the Background of Gravitational Instantons,"Hongsu Kim, Yongsung Yoon (Hanyang Univ., Korea)"
12056,2000,Noncommutative Parameters of Quantum Symmetries and Star Products,"P. Kosi\'{n}ski (Lodz Univ.), J. Lukierski (Wroclaw Univ.) and P. Ma\'{s}lanka (Lodz Univ.)"
12057,2000,The Hopf Algebra Structure of Connes and Kreimer in Epstein-Glaser Renormalization,G. Pinter
12058,2000,Spin chains from super-models,Tetsuo Deguchi and Pijush K. Ghosh
12059,2000,D-branes and vacuum periodicity,Dmitri Gal'tsov and Vladimir Dyadichev
12060,2000,"Stability, Causality, and Lorentz and CPT Violation",Alan Kostelecky and Ralf Lehnert
12061,2000,Noncommutative String Worldsheets from Matrix Models,"K.N. Anagnostopoulos, J. Nishimura and P. Olesen"
12062,2000,Vacuum Energy,Mark D.Roberts
12063,2000,Second Variations of String Actions,Mark D. Roberts
12064,2000,A Note About Localized Photons on the Brane,Adel Khoudeir
12065,2000,Gauge Invariant Correlators in Non-Commutative Gauge Theory,"Moshe Rozali (Rutgers), Mark Van Raamsdonk (Stanford)"
12066,2000,Force in Kappa-Deformed Relativistic Dynamics,"P.Czerhoniak (Pedagogical Univ. in Zielona Gora, Poland)"
12067,2000,Finiteness of PST self-dual models,"Oswaldo M. Del Cima, Olivier Piguet, Marcelo S. Sarandy"
12068,2000,D-branes in Massive IIA and Solitons in Chern-Simons Theory,John H. Brodie
12069,2000,Newton's Constant isn't constant,Martin Reuter
12070,2000,"Commutation relations for surface operators in six-dimensional (2, 0) theory",Mans Henningson
12071,2000,Consistent gravitino couplings in non-supersymmetric strings,E. Dudas and J. Mourad
12072,2000,The Kaluza-Klein Melvin Solution in M-theory,Miguel S. Costa (Ecole Normale Superieure) and Michael Gutperle (Harvard)
12073,2000,On Cosmological Perturbations on a Brane in an Anti-de Sitter Bulk,"C. van de Bruck, M. Dorca"
12074,2000,On a Covariant Determination of Mass Scales in Warped Backgrounds,"Benjamin Grinstein (UC, San Diego), Detlef R. Nolte (IAS, Princeton), Witold Skiba (MIT)"
12075,2000,The geometry of the M5-branes and TQFTs,G.Bonelli (Spinoza Institute)
12076,2000,AdS/CFT in the Infinite Momentum Frame,"D. Brecher, A. Chamblin, H.S. Reall"
12077,2000,Noncommutative Generalized NS and Super Matrix KdV Systems from a Noncommutative Version of (Anti-) Self-Dual Yang-Mills Equations,M. Legare
12078,2000,Stepwise Projection: Toward Brane Setups for Generic Orbifold Singularities,"Bo Feng, Amihay Hanany, Yang-Hui He and Nikolaos Prezas"
12079,2000,The BPS Spectrum of N=2 SU(N) SYM and Parton Branes,Bartomeu Fiol
12080,2000,Tachyon condensation and universality of DBI action,"G. Arutyunov, S. Frolov, S. Theisen and A.A. Tseytlin"
12081,2000,Closed strings from nothing,"Matthew Kleban, Albion Lawrence and Stephen Shenker"
12082,2000,Mass generation with Gauss-Bonnet term : No van Dam-Veltman-Zakharov discontinuity in AdS space,Y. S. Myung (Inje Univ)
12083,2000,On the path integral representation for Wilson loops and the non-Abelian Stokes theorem II,"M. Faber, A. N. Ivanov, N. I. Troitskaya"
12084,2000,Precanonical Quantization and the Schroedinger Wave Functional,I.V. Kanatchikov
12085,2000,New topological field theories in two dimensions,"R. P. Malik (Bose National Centre, Calcutta)"
12086,2000,Topological symmetry breaking and the confinement of anyons,"P.W. Irwin, M.B. Paranjape"
12087,2000,Absence of higher order corrections to the non-Abelian topological mass term,"F. T. Brandt, Ashok Das and J. Frenkel"
12088,2000,Unified field theory from one-particle physics,"M. Botta Cantcheff (CBPF, Rio de Janeiro -Brazil-)"
12089,2000,Tachyon condensation using the disc partition function,Justin R. David
12090,2000,Algebraic Aspects of the Background Field Method,"R. Ferrari, M. Picariello, A. Quadri (Universita' di Milano and INFN, sez. di Milano)"
12091,2000,A criterion for admissible singularities in brane world,Hyung Do Kim (KAIST)
12092,2000,String Theory in Electromagnetic Fields,"J. Ambjorn, Y.M. Makeenko, G.W. Semenoff and R.J. Szabo"
12093,2000,Traveling Faster than the Speed of Light in Non-Commutative Geometry,Akikazu Hashimoto and N. Itzhaki
12094,2000,Lagrangian Noether symmetries as canonical transformations,J. Antonio Garc\'ia and J. M. Pons
12095,2000,Extended Hamiltonian Formalism of the Pure Space-Like Axial Gauge Schwinger Model,Y. Nakawaki and G. McCartor
12096,2000,Nonlinear Vector-Tensor Multiplets Revisited,Ulrich Theis
12097,2000,Renormalization Group Flows In The Deformed AdS/CFT Correspondence,Nick Evans (Southampton University)
12098,2000,Nonlinear Realization of Partially Broken N=2 AdS Supersymmetry in Two and Three Dimensions,Masayuki Sano and Tsuneo Uematsu
12099,2000,Monodromy Representations of the Braid Group,Ivan Todorov and Ludmil Hadjiivanov
12100,2000,Black holes on thick branes,"Roberto Emparan, Ruth Gregory and Caroline Santos"
12101,2000,Black Hole entropy by the brick wall method in four and five dimensions with U(1) charges,Elcio Abdalla and L. Alejandro Correa-Borbonet
12102,2000,Gravitational waves in cosmological models of Ho\v{r}ava-Witten theory,Osamu Seto and Hideo Kodama
12103,2000,From stochastic quantization to bulk quantization: Schwinger-Dyson equations and S-matrix,Laurent Baulieu and Daniel Zwanziger
12104,2000,Instabilities in heterotic M-theory induced by open membrane instantons,"Gregory Moore, Grigor Peradze, and Natalia Saulina"
12105,2000,Domain Wall World(s),M. Cvetic
12106,2000,On Brane Stabilization and the Cosmological Constant,N. Tetradis
12107,2000,The Exact Renormalization Group and First-Order Phase Transitions,N. Tetradis
12108,2000,The Structure of D2-Branes in the Presence of an RR field,"D.K. Park, S. Tamaryan, H.J.W. M\""uller-Kirsten"
12109,2000,Triality and Quantization of Singularities in Massive Fermion,Liu Yufen
12110,2000,Supersymmetry of RS bulk and brane,"Eric Bergshoeff, Renata Kallosh and Antoine Van Proeyen"
12111,2000,Applications of Exact Renormalization Group techniques to the non-perturbative study of supersymmetric gauge field theory,"S. Arnone, S. Chiantese and K. Yoshida"
12112,2000,The energy-momentum tensor on noncommutative spaces - some pedagogical comments,"A. Gerhold, J. Grimstrup, H. Grosse, L. Popp, M. Schweda, R. Wulkenhaar"
12113,2000,Superspace interpretation of mass-dependent BRST symmetries in general gauge theories,Bodo Geyer and Dietmar Muelsch
12114,2000,Harmonic-Superspace Method Of Solving N=3 Super-Yang-Mills Equations,J. Niederle and B. Zupnik
12115,2000,"Non-Abelian BFFT embedding, Schr\""odinger quantization and the anomaly of the O(N) nonlinear sigma model","E. M. C. Abreu (UNESP/Guaratingueta), J. Ananias Neto, W. Oliveira and G. Oliveira-Neto (U.F.J.F.)"
12116,2000,Cosmological Perturbations in Brane Worlds: Brane Bending and Anisotropic Stresses,M. Dorca and C. van de Bruck
12117,2000,String Theory on AdS_3 and Symmetric Products,"Riccardo Argurio, Amit Giveon, Assaf Shomer"
12118,2000,D1/D5 systems in ${\cal N}=4$ string theories,"E. Gava, A.B. Hammou, J.F. Morales and K.S.Narain"
12119,2000,Exact Solutions for Cosmological Models with a Scalar Field,"Hossein Motavali, Mahdi Golshani"
12120,2000,High-precision estimates of critical quantities by means of improved Hamiltonians,"M. Campostrini, M. Hasenbusch, A. Pelissetto, P. Rossi and E. Vicari"
12121,2000,Goldstone-Soliton Interactions and Brane World Neutrinos,N.D. Lambert and P.C. West
12122,2000,Renormalization Group and Dynamics of Supersymmetric Gauge Theories,K. Konishi (U. of Pisa)
12123,2000,Electromagnetism and Gauge Theory on the Permutation Group $S_3$,Shahn Majid and E. Raineri
12124,2000,Target-space anomalies and elliptic indices in heterotic orbifolds,Claudio A. Scrucca and Marco Serone
12125,2000,Gravitational domain walls and p-brane distributions,"I. Bakas, K. Sfetsos"
12126,2000,The Heavy Dirac Monopole,P. Pitanga (Universidade Federal do Rio de Janeiro - UFRJ)
12127,2000,Energy bounds for the spinless Salpeter equation: harmonic oscillator,"Richard L. Hall, Wolfgang Lucha, and Franz F. Schoeberl"
12128,2000,"World Sheet Logarithmic CFT in AdS Strings, Ghost-Matter Mixing and M-theory","Ian I. Kogan, Dimitri Polyakov"
12129,2000,A Brane World Perspective on the Cosmological Constant and the Hierarchy Problems,"Eanna Flanagan, Nicholas Jones, Horace Stoica, S.-H. Henry Tye and Ira Wasserman"
12130,2000,Nonasymptotic critical behavior from field theory,C. Bagnuls and C. Bervillier
12131,2000,"Toric Geometry, Enhanced non Simply laced Gauge Symmetries in Superstrings and F-theory Compactifications",A. Belhaj and E.H Saidi
12132,2000,Behavior of Cosmological Perturbations in the Brane-World Mode,Hideo Kodama (YITP)
12133,2000,Generalized WDVV equations for F4 pure N=2 Super-Yang-Mills theory,"L.K. Hoevenaars, P.H.M. Kersten, R. Martini"
12134,2000,Are Extremal 2D Black Holes Really Frozen ?,Elias C. Vagenas
12135,2000,Looking for event horizons using UV/IR relations,James P. Gregory and Simon F. Ross
12136,2000,SO and Sp Chern-Simons at Large N,S. Sinha and C. Vafa
12137,2000,Non-commutative Branes from M-theory,Yolanda Lozano
12138,2000,A practical gauge invariant regularization of the SO(10) grand unified model,"M. M. Deminov, A. A. Slavnov"
12139,2000,"(2,0) Chern-Simons Supergravity Plus Matter Near the Boundary of AdS_3","N.S. Deger, A. Kaya, E. Sezgin, P. Sundell and Y. Tanii"
12140,2000,2D black holes and effective actions,R. Balbinot and A. Fabbri
12141,2000,Topological Open P-Branes,Jae-Suk Park
12142,2000,Open Branes and Little Strings,Troels Harmark (Niels Bohr Institute)
12143,2000,Gravitational Lorentz Violations and Adjustment of the Cosmological Constant in Asymmetrically Warped Spacetimes,"Csaba Csaki, Joshua Erlich and Christophe Grojean"
12144,2000,Statistical properties of the spectrum of the QCD Dirac operator at low energy,D. Toublan and J.J.M. Verbaarschot
12145,2000,Introduction to M(atrix) theory and noncommutative geometry,"A. Konechny, A. Schwarz"
12146,2000,Exact solutions of Dyson-Schwinger equations for iterated one-loop integrals and propagator-coupling duality,D.J.Broadhurst and D.Kreimer
12147,2000,"On the evaluation of the evolution operator Z_Reg(R_2,R_1) in the Diakonov-Petrov approach to the Wilson loop","M. Faber, A. N. Ivanov, N. I. Troitskaya"
12148,2000,Holography and Phenomenology,"Nima Arkani-Hamed, Massimo Porrati, Lisa Randall"
12149,2000,Current Algebra Associated with Logarithmic Conformal Field Theories,"S. Moghimi-Araghi, S. Rouhani, M. Saadat"
12150,2000,Behavior of Boundary String Field Theory Associated with Integrable Massless Flow,"A. Fujii, H. Itoyama"
12151,2000,Rotational Perturbations in Neveu-Schwarz-Neveu-Schwarz String Cosmology,"Chiang-Mei Chen, T. Harko and M. K. Mak"
12152,2000,Four-Flux and Warped Heterotic M-Theory Compactifications,"Gottfried Curio, Axel Krause"
12153,2000,Conformal partial wave analysis of AdS amplitudes for dilaton-axion four-point functions,"L. Hoffmann, L. Mesref, W. Ruehl"
12154,2000,Explicit Zeta Functions for Bosonic and Fermionic Fields on a Noncommutative Toroidal Spacetime,E. Elizalde
12155,2000,D-brane Dynamics and the Quantum Hall Effect,Steven S. Gubser and Mukund Rangamani (Princeton University)
12156,2000,Type I Strings with F- and B-Flux,"Ralph Blumenhagen, Boris Kors and Dieter Lust"
12157,2000,Bound States of D(2p)-D0 Systems and Supersymmetric p-Cycles,"Ralph Blumenhagen, Volker Braun and Robert Helling"
12158,2000,Hierarchy Stabilization in Warped Supersymmetry,"Markus A. Luty, Raman Sundrum"
12159,2000,M -theory on AdS_4 x Q^{111}: The complete Osp(2|4) x SU(2) x SU(2) x SU(2) spectrum from harmonic analysis,P. Merlatti
12160,2000,On junction conditions in gravity theories with higher curvature terms,Tomas Dolezel
12161,2000,Universal Properties in Low Dimensional Fermionic Systems and Bosonization,"L. E. Oxman, D. G. Barci, E. R. Mucciolo"
12162,2000,Reduction of Coupling Parameters in Quantum Field Theories,Reinhard Oehme
12163,2000,Supersymmetric Radion in the Randall-Sundrum Scenario,"Jonathan Bagger, Dennis Nemeschansky and Ren-Jie Zhang"
12164,2000,"Branes on Group Manifolds, Gluon Condensates, and twisted K-theory","Stefan Fredenhagen, Volker Schomerus"
12165,2000,Global p-Brane World: A New Approach to Stable Mass Hierarchy,"Sei-Hoon Moon, Soo-Jong Rey, Yoon-Bai Kim"
12166,2000,Derivative expansion for the effective action of chiral gauge fermions. The normal parity component,L.L. Salcedo
12167,2000,D-branes in type I string theory,"M. Frau, L. Gallot, A.Lerda and P.Strigazzi"
12168,2000,On Curvature Expansion of Higher Spin Gauge Theory,E. Sezgin and P. Sundell
12169,2000,Stable non-BPS D-branes and their classical description,M. Bertolini and A. Lerda
12170,2000,High Energy Behavior of Wilson Lines,"A. Dhar, Y. Kitazawa (High Energy Accelerator Research Organization KEK)"
12171,2000,"Gauge-fixing independence of IR divergences in non-commutative U(1), perturbative tachyonic instabilities and supersymmetry",F. Ruiz Ruiz
12172,2000,"E_(10), BE_(10) and Arithmetical Chaos in Superstring Cosmology",Thibault Damour and Marc Henneaux
12173,2000,Vector Supersymmetry and Finite Quantum Correction of Chern-Simons Theory in the Light-Cone Gauge,W.F. Chen and G. Leibbrandt
12174,2000,Derivative expansion for the effective action of chiral gauge fermions. The abnormal parity component,L.L. Salcedo
12175,2000,Aharonov-Bohm Effect in Noncommutative Spaces,"M. Chaichian, A. Demichev, P. Presnajder, M.M. Sheikh-Jabbari, A. Tureanu"
12176,2000,Hopf solitons and area preserving diffeomorphisms of the sphere,L. A. Ferreira and A. V. Razumov
12177,2000,"On the ""Universal"" N=2 Supersymmetry of Classical Mechanics","E.Deotto, E.Gozzi"
12178,2000,Multi-Domain Walls in Massive Supersymmetric Sigma-Models,"Jerome P. Gauntlett, David Tong, Paul K. Townsend"
12179,2000,Linear Models of Supersymmetric D-Branes,Kentaro Hori
12180,2000,On Relativistic Brane Probes in Singular Spacetimes,"P. Berglund, T. Hubsch, D. Minic"
12181,2000,Role of Ambiguities and Gauge Invariance in the Calculation of the Radiatively Induced Chern-Simons Shift in Extended Q.E.D.,O.A. Battistel and G. Dallabona
12182,2000,An Exact Solution of BPS Junctions and Its Properties,"Kenji Ito, Masashi Naganuma, Hodaka Oda, Norisuke Sakai"
12183,2000,Newtonian Gravitons and D-brane Collective Coordinates in Wound String Theory,"Ulf H. Danielsson, Alberto Guijosa, Martin Kruczenski"
12184,2000,Matrix model and noncommutative Chern-Simons theory,J. Kluson
12185,2000,Scalar Casimir effect for D-dimensional spherically symmetric Robin boundaries,"Aram A. Saharian (Yerevan State University, Armenia)"
12186,2000,Space-time symmetries and simple superalgebras,Sergio Ferrara
12187,2000,Quantum BRST operators in the extended BRST-anti-BRST formalism,V. Calian
12188,2000,Open and Unoriented Strings from Topological Membrane - I. Prolegomena,P. Castelo Ferreira and Ian I. Kogan
12189,2000,"New results for the epsilon-expansion of certain one-, two- and three-loop Feynman diagrams","A.I. Davydychev, M.Yu. Kalmykov"
12190,2000,Geometry of W-algebras from the affine Lie algebra point of view,"Z. Bajnok, D. Nogradi"
12191,2000,Extra dimensions and self-organizing criticality,A.B. Kobakhidze
12192,2000,Type II NS Five-Branes: Non Critical Strings and their Topological Sectors,Costas Kounnas
12193,2000,World Volume Action for Fractional Branes,P. Merlatti and G. Sabella
12194,2000,N=1 M5-brane geometries,"Bj\""orn Brinne, Ansar Fayyazuddin, Tasneem Zehra Husain, Douglas J. Smith"
12195,2000,M-Fivebranes Wrapped on Supersymmetric Cycles,"Jerome P. Gauntlett, Nakwoo Kim and Daniel Waldram"
12196,2000,Field spectrum and degrees of freedom in AdS/CFT correspondence and Randall Sundrum model,Henrique Boschi-Filho and Nelson R. F. Braga
12197,2000,Nonrenormalization theorems for N=2 Super Yang-Mills,"V.E.R. Lemes, N. Maggiore, M.S. Sarandy, S.P. Sorella, A. Tanzini, O.S. Ventura"
12198,2000,Boundary String Field Theory of the DDbar System,Per Kraus and Finn Larsen
12199,2000,Partial spontaneous breaking of two-dimensional supersymmetry,"E. Ivanov, S. Krivonos, O. Lechtenfeld, B. Zupnik"
12200,2000,Open N=2 strings in a B-field background and noncommutative self-dual Yang-Mills,"Olaf Lechtenfeld, Alexander D. Popov, Bernd Spendig"
12201,2000,How much can supergravity teach us about microscopic features of BPS black holes?,M. Bertolini and M. Trigiante
12202,2000,Radion Stabilization by Brane Matter,"Benjamin Grinstein (UC, San Diego), Detlef R. Nolte (IAS, Princeton), Witold Skiba (MIT)"
12203,2000,Non-Semisimple Gaugings of D=5 N=8 Supergravity,"Laura Andrianopoli, Francesco Cordaro, Pietro Fre', Leonardo Gualtieri"
12204,2000,Strings as Physical Lines in Vacuum: Basic Concepts for the Computation of the Planck Length and the Planck Mass,Aharon Nudelman
12205,2000,"On schizosymmetric superfields and sl(2/1,C)_R supersymmetry","P D Jarvis, K S Fienberg (School of Mathematics and Physics, University of Tasmania)"
